# PROFTYPE = 0
# const double ThermalRadius       = 0.5;
0 1
0.03125 0.998919
0.0625 0.995691
0.09375 0.990335
0.125 0.982871
0.15625 0.97332
0.1875 0.961702
0.21875 0.948036
0.25 0.932344
0.28125 0.914644
0.3125 0.894958
0.34375 0.873306
0.375 0.849707
0.40625 0.824182
0.4375 0.79675
0.46875 0.767433
0.5 0.73625
0.53125 0.703221
0.5625 0.668367
0.59375 0.631707
0.625 0.593262
0.65625 0.553051
0.6875 0.511096
0.71875 0.467416
0.75 0.422031
0.78125 0.374962
0.8125 0.326228
0.84375 0.27585
0.875 0.223848
0.90625 0.170241
0.9375 0.115051
0.96875 0.0582974
1 -0
1.03125 -0.0559993
1.0625 -0.105958
1.09375 -0.150016
1.125 -0.188326
1.15625 -0.221057
1.1875 -0.248391
1.21875 -0.270523
1.25 -0.287666
1.28125 -0.300044
1.3125 -0.307896
1.34375 -0.311476
1.375 -0.311051
1.40625 -0.306903
1.4375 -0.299329
1.46875 -0.288639
1.5 -0.275157
1.53125 -0.259223
1.5625 -0.241189
1.59375 -0.221424
1.625 -0.200309
1.65625 -0.178239
1.6875 -0.155626
1.71875 -0.132893
1.75 -0.110479
1.78125 -0.0888371
1.8125 -0.0684345
1.84375 -0.0497525
1.875 -0.0332869
1.90625 -0.0195475
1.9375 -0.00905861
1.96875 -0.00235855
