# const double ThermalRadius       = 0.383;
0 0.9999
0.0407963 0.997135
0.0815927 0.988865
0.122389 0.975171
0.163185 0.956184
0.203982 0.932087
0.244778 0.903113
0.285574 0.86954
0.326371 0.831691
0.367167 0.789932
0.407963 0.744664
0.44876 0.696323
0.489556 0.645375
0.530352 0.59231
0.571149 0.53764
0.611945 0.481891
0.652742 0.4256
0.693538 0.369309
0.734334 0.31356
0.775131 0.25889
0.815927 0.205825
0.856723 0.154877
0.89752 0.106536
0.938316 0.0612679
0.979112 0.0195086
1.01991 -0.0183399
1.0607 -0.051913
1.1015 -0.0808874
1.1423 -0.104984
1.18309 -0.123971
1.22389 -0.137665
1.26469 -0.145935
1.30548 -0.1486
1.34628 -0.148242
1.38708 -0.147172
1.42787 -0.145401
1.46867 -0.142944
1.50946 -0.139827
1.55026 -0.136078
1.59106 -0.131735
1.63185 -0.126838
1.67265 -0.121435
1.71345 -0.115579
1.75424 -0.109325
1.79504 -0.102733
1.83584 -0.0958682
1.87663 -0.0887952
1.91743 -0.0815827
1.95822 -0.0743
1.99902 -0.0670173
2.03982 -0.0598048
2.08061 -0.0527318
2.12141 -0.0458666
2.16221 -0.0392752
2.203 -0.0330211
2.2438 -0.0271646
2.2846 -0.021762
2.32539 -0.0168653
2.36619 -0.0125218
2.40698 -0.00877325
2.44778 -0.00565575
2.48858 -0.00319933
2.52937 -0.00142765
2.57017 -0.000357775
