# PROFTYPE = 1
# const double ThermalRadius       = 0.2;
0 1
0.078125 1
0.15625 1
0.234375 0.999999
0.3125 0.999991
0.390625 0.999917
0.46875 0.999488
0.546875 0.997607
0.625 0.990905
0.703125 0.970466
0.78125 0.915297
0.859375 0.780301
0.9375 0.47554
1 -0
1.07812 -0.00602672
1.15625 -0.011884
1.23438 -0.0175493
1.3125 -0.0230016
1.39062 -0.0282211
1.46875 -0.0331901
1.54688 -0.0378918
1.625 -0.0423113
1.70312 -0.0464351
1.78125 -0.0502513
1.85938 -0.0537493
1.9375 -0.0569203
2.01562 -0.0597568
2.09375 -0.0622529
2.17188 -0.0644043
2.25 -0.066208
2.32812 -0.0676627
2.40625 -0.0687686
2.48438 -0.0695273
2.5625 -0.0699421
2.64062 -0.0700177
2.71875 -0.0697603
2.79687 -0.0691776
2.875 -0.068279
2.95312 -0.0670751
3.03125 -0.0655784
3.10937 -0.0638026
3.1875 -0.061763
3.26562 -0.0594765
3.34375 -0.0569616
3.42187 -0.054238
3.5 -0.0513271
3.57812 -0.048252
3.65625 -0.045037
3.73437 -0.041708
3.8125 -0.0382926
3.89062 -0.0348198
3.96875 -0.03132
4.04687 -0.0278253
4.125 -0.0243692
4.20312 -0.0209867
4.28125 -0.0177145
4.35937 -0.0145907
4.4375 -0.0116548
4.51562 -0.0089479
4.59375 -0.00651275
4.67187 -0.00439348
4.75 -0.00263574
4.82812 -0.00128674
4.90625 -0.000395197
4.98437 -1.13262e-05
